TripType,VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
5,179665,6,1650053759,1,PHARMACY OTC,1121
37,110691,1,3338320027,1,PRODUCE,3601
38,75253,2,7874207007,1,HOUSEHOLD PAPER GOODS,6206
5,179626,6,7874222740,2,OPTICAL - FRAMES,3712
38,167715,4,3338320027,1,PRODUCE,3601
38,30862,2,3760010321,5,PRE PACKED DELI,7208
5,20819,1,3160404236,1,PHARMACY OTC,601
36,1981,5,7128745201,1,COOK AND DINE,378
37,181321,6,81359501003,1,PRODUCE,7817
37,11931,6,7005299953,1,HOUSEHOLD PAPER GOODS,222
3,103129,7,60538812237,1,FINANCIAL SERVICES,277
5,10013,6,7940033811,1,PERSONAL CARE,109
37,101152,7,22592300000,1,MEAT - FRESH & FROZEN,4150
3,7094,6,60538896309,2,FINANCIAL SERVICES,276
36,151192,1,7874201454,1,HOUSEHOLD PAPER GOODS,5510
36,22406,1,1018104170,1,BEAUTY,4020
38,154168,1,4067,1,PRODUCE,8002
36,124205,3,30045044427,2,PHARMACY OTC,2011
3,74868,2,60538862097,1,FINANCIAL SERVICES,0
5,6764,6,7874201329,1,GROCERY DRY GOODS,1104
37,143976,7,5250005005,1,GROCERY DRY GOODS,2452
37,109772,1,3710217008,1,PRODUCE,7815
36,184280,6,3700046974,1,PERSONAL CARE,603
37,161033,2,2529300149,1,DAIRY,1511
37,84311,4,7114600302,1,PRODUCE,256
36,127641,4,3700085015,1,PHARMACY OTC,250
37,113552,2,64541695210,1,CELEBRATION,2080
37,67950,1,4046,1,PRODUCE,5620
38,188209,7,940000967,1,PRE PACKED DELI,7503
38,152222,1,4093,1,PRODUCE,4008
5,117482,2,38137005685,1,PHARMACY OTC,3516
37,75123,2,7617180393,1,IMPULSE MERCHANDISE,337
38,16827,7,1600041126,1,GROCERY DRY GOODS,3554
37,128408,4,3400000240,2,IMPULSE MERCHANDISE,100
38,53991,6,4000042431,1,IMPULSE MERCHANDISE,100
37,62955,7,3338365020,1,PRODUCE,7501
37,55473,6,4856407002,1,COMM BREAD,3706
38,26466,2,78616201000,1,DSD GROCERY,3006
36,83451,4,1204404050,1,PERSONAL CARE,5017
36,171793,4,88564501775,1,BEAUTY,5026
38,159721,2,7389003906,2,PRE PACKED DELI,7501
5,143008,6,68113105394,1,PHARMACY OTC,2154
38,7159,6,7874235187,2,DAIRY,1508
38,18338,7,7874209321,1,PRE PACKED DELI,7550
37,133389,5,4011,2,PRODUCE,5501
38,101626,7,7874235186,2,DAIRY,1508
5,184301,6,2260092642,1,PHARMACY OTC,4502
37,73230,2,7874242778,1,GROCERY DRY GOODS,4404
37,77932,3,76125380805,1,MENSWEAR,2499
3,182624,6,60538812237,1,FINANCIAL SERVICES,277
38,4461,5,7874203952,3,HOUSEHOLD PAPER GOODS,110
37,129929,4,4650074242,1,HOUSEHOLD CHEMICALS/SUPP,1555
38,113666,2,2100002448,1,GROCERY DRY GOODS,2560
36,71541,2,30573192751,1,IMPULSE MERCHANDISE,338
36,89009,5,4319438969,1,PERSONAL CARE,5112
38,158240,2,3800056036,1,GROCERY DRY GOODS,3554
38,50039,6,8265750080,4,DSD GROCERY,9203
38,125269,4,3663202604,1,DAIRY,1430
36,168286,4,7124927681,1,BEAUTY,2255
5,147274,7,7007462932,1,PHARMACY OTC,401
38,85093,4,3663202714,4,DAIRY,1450
5,146056,7,31074201074,1,PHARMACY OTC,1543
36,44068,5,73150902370,1,BEAUTY,3405
37,176873,5,2500002622,1,DAIRY,1406
3,163596,3,68113163351,2,FINANCIAL SERVICES,275
36,178823,6,7328707718,1,COOK AND DINE,3702
38,134085,5,76594016791,1,FABRICS AND CRAFTS,506
38,98374,6,7618300223,2,DSD GROCERY,3054
37,56546,7,3663201839,1,DAIRY,1450
37,7361,6,64786520334,1,PHARMACY OTC,1137
37,105684,7,82415040124,1,PRODUCE,7131
38,105509,7,60538871457,1,DAIRY,9100
37,60760,7,7874208953,1,DSD GROCERY,9214
5,29207,2,3700067937,1,PERSONAL CARE,203
38,146622,7,2100061688,1,DAIRY,7956
38,157423,2,2430004120,1,COMM BREAD,3707
38,159242,2,6414404707,3,GROCERY DRY GOODS,104
36,73494,2,4815592880,1,HOUSEHOLD CHEMICALS/SUPP,8950
37,131753,5,4082,1,PRODUCE,4020
36,180293,6,8730056010,1,BEAUTY,4650
5,135703,5,7874235187,1,DAIRY,1508
38,61336,7,8511847018,1,INFANT APPAREL,5101
37,14159,7,3663201838,1,DAIRY,1450
36,128238,4,3827600899,1,PERSONAL CARE,6111
36,97018,6,3500074127,4,PERSONAL CARE,203
3,383,5,60538896309,4,FINANCIAL SERVICES,276
37,182297,6,20921300000,1,SERVICE DELI,8150
5,65104,1,7618316850,1,DSD GROCERY,3054
36,52210,6,73150956731,1,BEAUTY,3305
37,91037,5,4322264040,1,PRODUCE,4359
36,166382,3,38151918162,1,PERSONAL CARE,5014
37,56541,7,3663203732,2,DAIRY,1436
37,144774,7,4450097756,1,PRE PACKED DELI,7554
37,18411,7,7874203849,1,GROCERY DRY GOODS,3306
38,98204,6,4470007620,1,PRE PACKED DELI,7655
37,4952,5,4900002890,1,DSD GROCERY,9515
5,167907,4,4116758003,1,PHARMACY OTC,1320
3,21302,1,68113163351,1,FINANCIAL SERVICES,275
5,37564,4,67811225415,1,PHARMACY OTC,1543
38,131373,5,4900003711,1,DSD GROCERY,9515
38,82443,4,1600027528,2,GROCERY DRY GOODS,3559
37,110190,1,4332401516,1,PETS AND SUPPLIES,7610
36,189039,7,4300002886,1,DSD GROCERY,4631
38,172913,5,7045011484,1,DSD GROCERY,4647
37,139936,6,6132825602,1,HOUSEHOLD PAPER GOODS,4002
38,12905,7,2100001848,1,DAIRY,7960
37,109074,1,4900003165,1,DSD GROCERY,9205
36,132896,5,7780246211,1,BEAUTY,2448
5,1827,5,73191977330,1,LAWN AND GARDEN,402
5,99382,6,73385499270,1,BEAUTY,3100
37,76490,3,7618316364,2,DSD GROCERY,3054
36,166016,3,4200087133,1,HOUSEHOLD PAPER GOODS,304
5,64232,1,7225090795,1,COMM BREAD,3721
38,111269,1,4178900142,4,GROCERY DRY GOODS,3120
37,60923,7,4065,1,PRODUCE,8101
37,158390,2,73114973851,1,SEAFOOD,1077
38,109715,1,1600027538,1,GROCERY DRY GOODS,3555
38,115337,2,2500004948,1,DAIRY,1407
38,160113,2,76172005820,1,GROCERY DRY GOODS,4403
36,2551,5,7830006990,1,PHARMACY OTC,269
5,175784,5,3700089370,1,PHARMACY OTC,2120
36,176787,5,7124925351,1,PERSONAL CARE,5305
36,180791,6,6905586799,1,PERSONAL CARE,7017
36,110782,1,4775499500,1,TOYS,2705
37,16627,7,22591400000,2,MEAT - FRESH & FROZEN,4150
37,154502,1,9451441967,1,HOUSEHOLD CHEMICALS/SUPP,750
36,21238,1,7874214289,1,BEAUTY,6010
37,101825,7,1200080994,1,DSD GROCERY,9516
38,111098,1,4460030786,1,HOUSEHOLD CHEMICALS/SUPP,1014
37,135197,5,3090001285,1,DAIRY,7958
38,9140,6,4900006407,1,DSD GROCERY,3053
38,77055,3,1600027563,1,GROCERY DRY GOODS,3555
3,150740,1,60538896309,1,FINANCIAL SERVICES,276
5,116203,2,63748002572,1,PHARMACY OTC,309
37,128721,4,7874205338,1,FROZEN FOODS,1752
37,163392,3,7874235338,1,GROCERY DRY GOODS,4253
38,50742,6,7874222942,1,GROCERY DRY GOODS,4406
37,160610,2,7341001385,1,COMM BREAD,3761
38,127646,4,7874203388,2,GROCERY DRY GOODS,2756
3,177132,5,60538896309,1,FINANCIAL SERVICES,276
3,61104,7,68113163353,1,FINANCIAL SERVICES,277
36,43875,5,1150904905,1,PERSONAL CARE,1405
37,182015,6,4416,1,PRODUCE,1902
36,21050,1,68113105393,1,PHARMACY OTC,2154
38,116710,2,2500004808,1,DAIRY,1407
36,105633,7,3500068024,2,PERSONAL CARE,403
37,113290,2,2700039103,1,GROCERY DRY GOODS,2404
37,123321,3,3338366000,1,PRODUCE,7702
37,86170,4,22003200000,1,MEAT - FRESH & FROZEN,1039
38,190596,7,3120020298,1,DSD GROCERY,4639
38,74007,2,5000036881,2,GROCERY DRY GOODS,3306
5,153119,1,2740026505,1,DAIRY,1221
3,27979,2,4393571328,1,SLEEPWEAR/FOUNDATIONS,2019
37,70052,2,3338340010,1,PRODUCE,6201
36,129651,4,7874235186,1,DAIRY,1508
38,159081,2,7146418095,1,PRODUCE,7655
5,20412,1,4393558373,1,MENSWEAR,8672
37,164103,3,68113100389,1,PRODUCE,4715
38,112692,1,1312000286,1,FROZEN FOODS,1801
37,123806,3,4023,1,PRODUCE,2007
38,47731,5,88462348619,1,GROCERY DRY GOODS,3601
36,185427,7,75703794999,2,HOUSEHOLD CHEMICALS/SUPP,5510
5,125438,4,3160404066,1,PHARMACY OTC,1002
36,125989,4,4740019248,1,PERSONAL CARE,1404
36,46584,5,72450409147,1,PAINT AND ACCESSORIES,1021
38,113747,2,7874235187,4,DAIRY,1508
37,102842,7,1500002607,2,INFANT CONSUMABLE HARDLINES,3153
38,38282,4,2000000140,4,FROZEN FOODS,1751
37,170788,4,4046,1,PRODUCE,5620
36,100067,7,6905585978,2,PERSONAL CARE,430
5,112447,1,1111101490,1,PERSONAL CARE,3166
37,145373,7,2733100625,1,DAIRY,7962
37,99053,6,4663,1,PRODUCE,4011
37,98933,6,4030,1,PRODUCE,5751
3,168451,4,68113176761,1,FINANCIAL SERVICES,283
36,16807,7,7050101010,1,BEAUTY,8506
37,97490,6,4044,1,PRODUCE,2400
37,154481,1,7110021094,1,GROCERY DRY GOODS,2451
37,5544,5,2100060471,1,DAIRY,7958
37,172950,5,4046,1,PRODUCE,5620
38,50700,6,7056087276,2,FROZEN FOODS,1752
37,171182,4,7417015121,2,BEAUTY,2285
38,37571,4,68113132946,1,PRODUCE,6810
5,6169,5,38137007928,1,PHARMACY OTC,3524
5,164455,3,3040079000,1,HOUSEHOLD PAPER GOODS,3006
38,30862,2,7940018897,1,PERSONAL CARE,5009
38,99117,6,7874235187,1,DAIRY,1508
36,110938,1,1111101490,1,PERSONAL CARE,3166
5,101112,7,2200001584,1,IMPULSE MERCHANDISE,135
38,125195,4,88810911021,1,COMM BREAD,3705
36,136072,5,7050102820,1,BEAUTY,4620
38,62217,7,2430004453,1,COMM BREAD,3723
38,77055,3,7754005159,1,FABRICS AND CRAFTS,1607
3,172205,5,60538812237,1,FINANCIAL SERVICES,277
37,108400,1,4089,1,PRODUCE,8000
38,19049,7,9503,-1,DSD GROCERY,9225
36,95675,6,1800000188,1,DAIRY,1303
37,152688,1,7874204879,1,HOUSEHOLD PAPER GOODS,4005
5,187388,7,68113105284,1,PHARMACY OTC,3537
36,189914,7,3500074543,1,PERSONAL CARE,203
36,57280,7,30187550004,1,BEAUTY,4501
38,38920,4,7874208597,1,FROZEN FOODS,1853
3,41045,4,60538862097,1,FINANCIAL SERVICES,0
3,145503,7,60538896309,2,FINANCIAL SERVICES,276
36,128909,4,2430083520,1,COMM BREAD,2286
37,57342,7,3710268600,1,PRODUCE,6930
38,143741,7,7874212296,1,DAIRY,1507
36,52679,6,60308443393,1,PERSONAL CARE,5024
38,82092,4,88694428640,1,BRAS & SHAPEWEAR,2797
37,31899,3,3940001592,1,GROCERY DRY GOODS,2827
38,67743,1,7874235187,1,DAIRY,1508
36,59829,7,3700049631,1,PERSONAL CARE,203
36,142688,6,3400000180,1,IMPULSE MERCHANDISE,135
37,150829,1,20224000000,1,MEAT - FRESH & FROZEN,6252
38,178887,6,5165109369,1,GROCERY DRY GOODS,2500
37,134237,5,7468309766,1,GROCERY DRY GOODS,4264
38,12729,6,4144900297,1,GROCERY DRY GOODS,4102
36,134700,5,76131820051,1,PERSONAL CARE,4504
37,141736,6,60538818716,1,DAIRY,1507
38,89523,5,4300004651,1,GROCERY DRY GOODS,3303
38,58631,7,3663203646,1,DAIRY,1443
36,71541,2,1111133388,1,PERSONAL CARE,1404
38,146091,7,3800090840,1,GROCERY DRY GOODS,3555
36,29614,2,980012401,1,"CANDY, TOBACCO, COOKIES",86
37,77581,3,3338365020,1,PRODUCE,7501
36,162253,3,7617180393,2,IMPULSE MERCHANDISE,337
5,137462,6,7090721746,1,PHARMACY OTC,4503
37,132614,5,7640602180,1,DSD GROCERY,4652
36,12547,6,1070002440,1,"CANDY, TOBACCO, COOKIES",521
37,155184,1,7341013959,1,COMM BREAD,3701
38,104651,7,7874204018,1,HOUSEHOLD PAPER GOODS,110
5,57500,7,3700019523,1,PERSONAL CARE,203
38,50742,6,7874203868,1,GROCERY DRY GOODS,4451
38,79810,3,9518801128,1,DSD GROCERY,4644
36,113474,2,7410830702,1,PERSONAL CARE,4510
38,37206,3,7047043231,1,DAIRY,1344
37,180583,6,68113132946,1,PRODUCE,6810
37,138772,6,66408114681,1,PRODUCE,904
37,155141,1,3384400448,1,GROCERY DRY GOODS,4293
36,149942,7,38151905854,1,PERSONAL CARE,5014
36,48972,5,7874235186,1,DAIRY,1508
38,173079,5,25184900000,1,BAKERY,1011
37,22330,1,4416,1,PRODUCE,1902
5,173934,5,20751900000,1,SERVICE DELI,7010
37,188596,7,4011,1,PRODUCE,5501
37,151054,1,88344915985,1,ACCESSORIES,532
37,128332,4,3700093157,1,PERSONAL CARE,5414
37,2179,5,7874237148,1,GROCERY DRY GOODS,3818
38,91049,5,8000049564,1,GROCERY DRY GOODS,2901
36,110716,1,67811237561,1,PHARMACY OTC,1541
37,28269,2,7146401776,1,PRODUCE,7131
38,45283,5,3120021007,1,DSD GROCERY,4639
38,94515,6,5963500870,1,FROZEN FOODS,2008
38,15646,7,30187097701,1,PHARMACY OTC,4078
38,109695,1,7874209728,1,COMM BREAD,3717
37,151814,1,7874201909,1,DSD GROCERY,4636
36,182433,6,7962507258,1,PERSONAL CARE,4943
37,95580,6,3338320027,1,PRODUCE,3601
37,66847,1,4016,1,PRODUCE,1201
37,9206,6,68113168762,1,PHARMACY OTC,3533
37,103466,7,3338365020,1,PRODUCE,7501
37,128524,4,7874235193,2,DSD GROCERY,9206
37,12965,7,3338365162,1,PRODUCE,7080
37,185997,7,3320020202,1,PERSONAL CARE,201
5,141660,6,3461312031,1,LAWN AND GARDEN,314
38,151578,1,7128786205,2,GROCERY DRY GOODS,3324
36,173708,5,7940027391,1,PERSONAL CARE,5280
37,64662,1,7007458056,1,INFANT CONSUMABLE HARDLINES,720
37,108352,1,3035,1,PRODUCE,2502
5,127901,4,7874202610,1,PETS AND SUPPLIES,1948
37,6522,6,7020058115,1,GROCERY DRY GOODS,2450
3,182060,6,60538896309,1,FINANCIAL SERVICES,276
37,141542,6,4400003202,1,DSD GROCERY,2758
37,9586,6,4082,1,PRODUCE,4020
37,89361,5,4078,1,PRODUCE,8303
37,79846,3,4011,1,PRODUCE,5501
36,96278,6,7459052963,1,PERSONAL CARE,5109
3,147496,7,60538812237,1,FINANCIAL SERVICES,277
38,111744,1,7874211433,1,DSD GROCERY,3502
37,85741,4,3450015163,1,DAIRY,1201
38,84350,4,3800032753,1,GROCERY DRY GOODS,3504
37,72040,2,9853,1,BAKERY,5040
37,148202,7,63810220474,1,PHARMACY OTC,310
38,158253,2,3000004411,1,GROCERY DRY GOODS,3552
37,152088,1,6414428263,1,GROCERY DRY GOODS,2812
37,95781,6,4889,1,PRODUCE,7907
37,107596,1,7874208962,1,DSD GROCERY,3301
37,159462,2,1910020743,1,BEAUTY,4650
37,122619,3,60538871462,1,DAIRY,9115
38,159003,2,78539170157,1,FROZEN FOODS,2000
36,29079,2,4110070223,1,BEAUTY,6080
38,43323,5,7107201236,1,GROCERY DRY GOODS,2821
37,91592,5,3107,1,PRODUCE,103
5,109694,1,1016444087,1,OPTICAL - FRAMES,5000
37,69041,1,4626,-1,PRODUCE,4454
37,94699,6,22012100000,1,MEAT - FRESH & FROZEN,6030
37,13901,7,4138309072,1,DAIRY,1505
38,70867,2,4011,1,PRODUCE,5501
38,22583,1,79452270300,-1,GROCERY DRY GOODS,3352
38,127057,4,7874221000,1,GROCERY DRY GOODS,4402
37,114046,2,68113109025,1,PRODUCE,7023
5,21698,1,5113120035,2,PHARMACY OTC,3524
37,139503,6,5020001921,1,DAIRY,1407
37,60133,7,3710268600,1,PRODUCE,6930
37,66551,1,7874208296,1,GROCERY DRY GOODS,3201
37,66312,1,2740026495,1,DAIRY,1221
5,2030,5,67811266577,1,PHARMACY OTC,1543
3,3638,5,68113163351,1,FINANCIAL SERVICES,275
37,71565,2,3338365162,1,PRODUCE,7080
38,75022,2,3600043218,1,INFANT CONSUMABLE HARDLINES,9006
37,48023,5,4011,1,PRODUCE,5501
36,9254,6,83109000924,1,SPORTING GOODS,8119
5,174524,5,60538871457,1,DAIRY,9100
38,85453,4,3340006502,2,GROCERY DRY GOODS,3920
37,73786,2,5100021258,1,DSD GROCERY,4649
38,166591,3,3700022205,1,HOUSEHOLD CHEMICALS/SUPP,130
38,106216,7,4470003050,1,PRE PACKED DELI,7554
38,118676,2,7874210204,1,DAIRY,7955
3,139969,6,4.71E+11,1,HARDWARE,9806
37,98324,6,2800024460,1,GROCERY DRY GOODS,3402
38,103620,7,7261345185,1,HOUSEHOLD CHEMICALS/SUPP,2040
37,175312,5,7874206760,1,INFANT CONSUMABLE HARDLINES,3173
36,103672,7,3600010358,1,PERSONAL CARE,3064
36,68922,1,1111112331,1,PERSONAL CARE,3163
36,148341,7,7617132017,1,AUTOMOTIVE,252
38,13787,7,4082,1,PRODUCE,4020
37,133020,5,4062,1,PRODUCE,8104
5,98667,6,18012700050,1,DSD GROCERY,3350
37,96272,6,4082,1,PRODUCE,4020
5,33815,3,4133103313,1,GROCERY DRY GOODS,3009
37,118976,3,2200015583,1,"CANDY, TOBACCO, COOKIES",221
3,130626,5,60538819035,1,FINANCIAL SERVICES,1000
38,167127,4,61659450606,1,DAIRY,7962
38,15865,7,69922162117,2,COMM BREAD,3729
36,143674,7,7940019720,1,PERSONAL CARE,109
38,9572,6,7225003706,1,COMM BREAD,3702
37,132998,5,4159,1,PRODUCE,4038
38,76558,3,60538871461,1,DAIRY,9101
37,176919,5,22822600000,1,MEAT - FRESH & FROZEN,6082
38,98738,6,4011,1,PRODUCE,5501
37,176873,5,4048,1,PRODUCE,901
36,39769,4,3500068024,1,PERSONAL CARE,403
37,54775,6,72186256314,2,COOK AND DINE,2545
36,53358,6,7940027455,1,PERSONAL CARE,5017
36,34280,3,6905512437,1,PERSONAL CARE,433
36,61122,7,3500068048,1,PERSONAL CARE,403
38,101974,7,4610000114,1,DAIRY,7960
36,2551,5,61126999100,1,DSD GROCERY,3467
37,16993,7,3338365101,1,PRODUCE,7502
38,162931,3,3800033360,1,FROZEN FOODS,2112
5,93589,6,75623374123,3,LAWN AND GARDEN,633
38,106209,7,9147585000,1,DAIRY,1405
5,141269,6,60265217013,1,PHARMACY OTC,543
37,178452,6,4178900121,2,GROCERY DRY GOODS,3120
37,70389,2,61659450606,1,DAIRY,7962
37,94699,6,4011,1,PRODUCE,5501
3,1138,5,68113107939,1,FINANCIAL SERVICES,200
36,158515,2,5100002794,1,GROCERY DRY GOODS,2401
36,19259,7,7940018897,1,PERSONAL CARE,5009
37,91037,5,3338365020,1,PRODUCE,7501
37,177828,6,7639703200,3,GROCERY DRY GOODS,2995
37,170061,4,4082,-1,PRODUCE,4020
37,55418,6,7282033120,1,DAIRY,7962
36,54040,6,76687820026,2,PERSONAL CARE,413
36,161989,3,9980000046,1,BEAUTY,1285
37,81027,3,3338351003,1,PRODUCE,4132
38,103441,7,7874208826,1,HOUSEHOLD PAPER GOODS,4010
37,169019,4,3338365020,1,PRODUCE,7501
36,147003,7,3338365020,1,PRODUCE,7501
38,119725,3,2900000856,1,DAIRY,1251
3,75978,3,60538862129,1,FINANCIAL SERVICES,0
38,39234,4,4180020102,1,DSD GROCERY,4640
38,180696,6,2100061542,1,GROCERY DRY GOODS,4601
5,94799,6,1780054108,1,PETS AND SUPPLIES,1001
3,100138,7,60538862097,1,FINANCIAL SERVICES,0
5,88523,5,81829001259,2,DAIRY,1450
38,61770,7,71514171682,1,DAIRY,9022
36,49719,6,4650071037,1,PERSONAL CARE,9106
37,96829,6,7874298761,1,BAKERY,5017
38,94686,6,7146401716,1,PRODUCE,7916
38,12887,6,2550000397,1,GROCERY DRY GOODS,3303
5,48856,5,7278510989,1,PHARMACY OTC,3535
37,163742,3,7874220416,1,DAIRY,7955
37,13551,7,4089,1,PRODUCE,8000
5,34903,3,68113197214,1,PHARMACY OTC,256
5,42515,4,68113107171,1,PHARMACY OTC,1003
5,6544,6,7874205099,1,PHARMACY OTC,3800
5,9788,6,3160401294,1,PHARMACY OTC,951
36,75859,3,7314918518,5,HOME MANAGEMENT,6600
36,186495,7,30521022127,1,PERSONAL CARE,9110
37,90383,5,4011,1,PRODUCE,5501
5,122792,3,68113102415,1,PHARMACY OTC,2153
38,150990,1,7231004223,4,GROCERY DRY GOODS,3352
37,19338,7,7874298393,1,BAKERY,5024
37,98340,6,68113109789,1,PRODUCE,4073
36,167676,4,74279776541,1,HOUSEHOLD CHEMICALS/SUPP,7010
37,181620,6,4087,1,PRODUCE,7803
37,160864,2,7874211548,1,GROCERY DRY GOODS,4250
38,166316,3,3663200991,1,DAIRY,1443
37,110389,1,4312,1,PRODUCE,5703
38,125269,4,2500001970,1,DAIRY,1407
37,171573,4,2548400029,1,PRODUCE,4400
36,10919,6,3825775514,1,MENSWEAR,8230
37,63536,1,4850002114,1,DAIRY,1402
38,5004,5,1600042040,1,GROCERY DRY GOODS,4156
38,77994,3,5150060176,4,GROCERY DRY GOODS,4062
37,151054,1,7874220997,1,GROCERY DRY GOODS,3902
36,20962,1,4650076206,1,HOUSEHOLD CHEMICALS/SUPP,8969
37,83257,4,2840042073,2,IMPULSE MERCHANDISE,808
37,189315,7,4087,1,PRODUCE,7803
37,132614,5,2265530605,1,PRE PACKED DELI,3232
37,56351,7,4958,1,PRODUCE,701
36,127013,4,4770100190,1,PERSONAL CARE,605
37,139185,6,4087,-1,PRODUCE,7803
37,148640,7,3940001974,1,GROCERY DRY GOODS,2828
36,181286,6,71441513345,1,IMPULSE MERCHANDISE,8226
37,83306,4,7432300583,1,COMM BREAD,3724
37,111892,1,4178900216,1,GROCERY DRY GOODS,3105
38,75971,3,2100004175,1,DAIRY,7960
37,32079,3,7874205335,3,FROZEN FOODS,1752
38,22213,1,4240014864,1,GROCERY DRY GOODS,3630
36,8123,6,4650073796,1,HOUSEHOLD CHEMICALS/SUPP,8910
36,21281,1,75103870861,2,MENSWEAR,8156
37,59719,7,66572105686,1,BATH AND SHOWER,1505
3,35418,3,68113163352,1,FINANCIAL SERVICES,278
36,123827,3,4319437224,1,PERSONAL CARE,5116
36,67291,1,30997520710,1,BEAUTY,2240
3,167696,4,68113176761,1,FINANCIAL SERVICES,283
37,178904,6,7874212314,1,MEAT - FRESH & FROZEN,6090
5,64068,1,66283450159,1,OPTICAL - FRAMES,5001
36,74134,2,4693,1,PRODUCE,4450
37,151159,1,4081,1,PRODUCE,7908
37,30933,2,3338325059,1,PRODUCE,2006
38,24345,1,4178900251,3,GROCERY DRY GOODS,3105
38,134299,5,2840033579,1,DSD GROCERY,8251
38,178359,6,4178900125,1,GROCERY DRY GOODS,3120
3,140971,6,60538887953,1,FINANCIAL SERVICES,285
5,187614,7,31284354124,1,PHARMACY OTC,2019
5,102521,7,3500053096,1,HOUSEHOLD CHEMICALS/SUPP,55
37,58370,7,3338370001,1,PRODUCE,8405
36,83387,4,38137116142,1,PHARMACY OTC,3523
37,145943,7,76101040154,-1,PRODUCE,5610
3,77376,3,60538819035,1,FINANCIAL SERVICES,1000
37,177584,5,4133103945,1,GROCERY DRY GOODS,4291
37,22381,1,65108018751,1,PERSONAL CARE,605
37,126536,4,2840042062,1,IMPULSE MERCHANDISE,808
5,21472,1,7697338527,1,PERSONAL CARE,8101
38,36089,3,7874235188,1,DAIRY,1508
5,106886,1,87811400518,6,PHARMACY OTC,523
38,132025,5,2100065321,1,GROCERY DRY GOODS,3951
37,181079,6,7874214334,1,DAIRY,1344
38,5564,5,5527095652,5,GROCERY DRY GOODS,3030
37,66032,1,2733100061,2,COMM BREAD,3729
36,73972,2,4650073343,1,HOUSEHOLD CHEMICALS/SUPP,8910
5,89440,5,4190007295,1,DAIRY,1518
36,160804,2,5610000706,2,PERSONAL CARE,3120
38,86521,4,7874209249,1,PRE PACKED DELI,7550
36,85258,4,1142384101,1,SPORTING GOODS,5092
3,134001,5,68113107939,1,FINANCIAL SERVICES,200
38,21968,1,7874235187,1,DAIRY,1508
38,97117,6,2733100514,1,DAIRY,7962
37,142732,6,4036,-1,PRODUCE,2500
3,165559,3,60538819035,1,FINANCIAL SERVICES,1000
38,116963,2,5000042264,1,PETS AND SUPPLIES,1946
36,67418,1,7418229217,1,PERSONAL CARE,3185
37,102172,7,4065,1,PRODUCE,8101
37,90801,5,7874206318,1,FROZEN FOODS,9705
38,42229,4,7976503172,2,DSD GROCERY,9214
38,15955,7,72783384795,1,JEWELRY AND SUNGLASSES,6802
5,140116,6,87832600003,1,GROCERY DRY GOODS,3401
37,122748,3,3700011045,1,HOUSEHOLD CHEMICALS/SUPP,145
38,65992,1,2100000109,1,DAIRY,7953
36,34329,3,1111107974,1,PERSONAL CARE,3163
38,37028,3,7100714901,1,FROZEN FOODS,1201
37,38749,4,7094230655,1,PERSONAL CARE,606
5,154698,1,2260097352,1,PHARMACY OTC,4502
36,106247,7,7160300180,1,BEAUTY,3507
3,28070,2,68113163351,1,FINANCIAL SERVICES,275
5,152321,1,4589971478,1,AUTOMOTIVE,1200
38,5564,5,7569107400,1,FABRICS AND CRAFTS,5910
38,179405,6,3000001040,1,GROCERY DRY GOODS,3556
5,106886,1,1254631544,1,IMPULSE MERCHANDISE,135
5,3133,5,30169183702,3,PHARMACY RX,4822
3,180912,6,60538812237,1,FINANCIAL SERVICES,277
38,37313,3,7874208940,1,HOUSEHOLD PAPER GOODS,7010
36,57024,7,7572424566,4,PERSONAL CARE,6103
37,159881,2,7874205463,1,PRODUCE,38
5,152527,1,3827600930,1,PERSONAL CARE,6117
37,91460,5,22008600000,1,MEAT - FRESH & FROZEN,9383
37,74168,2,4400003442,1,DSD GROCERY,3717
36,86925,5,83997700536,1,BEAUTY,4610
38,83465,4,88309630131,1,LADIESWEAR,515
37,158558,2,4011,1,PRODUCE,5501
37,148684,7,73990700001,1,GROCERY DRY GOODS,2707
37,181156,6,4693,1,PRODUCE,4450
37,134567,5,4759,1,PRODUCE,8005
3,158042,2,68113176761,1,FINANCIAL SERVICES,283
37,102746,7,73114965207,2,SEAFOOD,1077
38,122824,3,3700088190,1,HOUSEHOLD PAPER GOODS,1009
38,28781,2,2100063899,2,DAIRY,7955
38,116168,2,3090000881,1,DAIRY,7953
36,174006,5,1111101215,1,PERSONAL CARE,4936
38,145810,7,2430004335,1,COMM BREAD,3709
37,170002,4,65876135962,1,MEAT - FRESH & FROZEN,5502
37,79830,3,4131,1,PRODUCE,1213
38,46646,5,7874211211,2,DAIRY,9114
38,172017,4,7874237105,1,GROCERY DRY GOODS,3556
38,65397,1,4138309073,1,DAIRY,1505
5,53661,6,1101740445,1,PHARMACY OTC,3738
37,162213,3,4856407002,1,COMM BREAD,3706
38,72579,2,60210200015,1,PERSONAL CARE,8101
38,135012,5,4400003442,1,DSD GROCERY,3717
37,23900,1,4087,1,PRODUCE,7803
38,94805,6,7874212373,2,FROZEN FOODS,4060
5,168139,4,64541674579,1,CELEBRATION,212
38,152320,1,4610000165,1,DAIRY,7960
36,31719,3,30997323400,1,PERSONAL CARE,5414
36,94688,6,88348431118,3,PERSONAL CARE,5034
38,88115,5,30132020145,1,PHARMACY OTC,2201
